Key,File,Type,UsedInMainMenu,english
questAECExecutionerMinionAssaultPOI_offer,quests,,false,"Enemy forces at a site. Clear it out and hold position."
questAECExecutionerMinionAssaultPOI_statement,quests,,false,"Clear the site and defend against all waves."
questAECExecutionerMinionAssaultPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECExecutionerMinionAssaultPOI_completion,quests,,false,"All waves cleared. Good work."
questAECExecutionerMinionPatrol_name,quests,,false,"[88CC88]Executioner Minion Patrol[-]"
questAECExecutionerMinionPatrol_subtitle,quests,,false,"Executioner T1 Minion"
questAECExecutionerMinionPatrol_description,quests,,false,"Activate the rally, and survive all waves."
questAECExecutionerMinionPatrol_offer,quests,,false,"Hostile activity reported. Trigger the rally, set the lure, wipe them out."
questAECExecutionerMinionPatrol_statement,quests,,false,"clear all waves."
questAECExecutionerMinionPatrol_response,quests,,false,"AEC HORDE - [88CC88]Executioner Minion Patrol[-]"
questAECExecutionerMinionPatrol_completion,quests,,false,"All waves cleared. Good work."
questAECExecutionerMinionPatrolPOI_name,quests,,false,"[88CC88]Executioner Minion Patrol[-]"
questAECExecutionerMinionPatrolPOI_subtitle,quests,,false,"Executioner T1 Minion"
questAECExecutionerMinionPatrolPOI_description,quests,,false,"Clear the POI then hold against Executioner forces."
questAECExecutionerMinionPatrolPOI_offer,quests,,false,"Enemy forces at a site. Clear it out and hold position."
questAECExecutionerMinionPatrolPOI_statement,quests,,false,"Clear the site and defend against all waves."
questAECExecutionerMinionPatrolPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECExecutionerMinionPatrolPOI_completion,quests,,false,"All waves cleared. Good work."
questAECFivefoldCataclysm_name,quests,,false,"[CC00FF]Fivefold Cataclysm[-]"
questAECFivefoldCataclysm_subtitle,quests,,false,"T7 Legendary"
questAECFivefoldCataclysm_description,quests,,false,"A legendary contract. Multiple bosses converge. Survive or perish."
questAECFivefoldCataclysm_offer,quests,,false,"This is a legendary contract. The deadliest creatures converge. Only the strongest survive."
questAECFivefoldCataclysm_statement,quests,,false,"Take the contract. Face the legendary horde. Return alive."
questAECFivefoldCataclysm_response,quests,,false,"[FF4DFF]LEGENDARY[-] - Legendary: The Fivefold Cataclysm"
questAECFivefoldCataclysm_completion,quests,,false,"Legendary contract fulfilled. You survived the impossible."
questAECGhostMinionAssault_name,quests,,false,"[CCAA44]Ghost Minion Assault[-]"
questAECGhostMinionAssault_subtitle,quests,,false,"Ghost T2 Minion"
questAECGhostMinionAssault_description,quests,,false,"Activate the rally, and survive all waves."
questAECGhostMinionAssault_offer,quests,,false,"Hostile activity reported. Trigger the rally, set the lure, wipe them out."
questAECGhostMinionAssault_statement,quests,,false,"clear all waves."
questAECGhostMinionAssault_response,quests,,false,"AEC HORDE - [CCAA44]Ghost Minion Assault[-]"
questAECGhostMinionAssault_completion,quests,,false,"All waves cleared. Good work."
questAECGhostMinionAssaultPOI_name,quests,,false,"[CCAA44]Ghost Minion Assault[-]"
questAECGhostMinionAssaultPOI_subtitle,quests,,false,"Ghost T2 Minion"
questAECGhostMinionAssaultPOI_description,quests,,false,"Clear the POI then hold against Ghost forces."
questAECGhostMinionAssaultPOI_offer,quests,,false,"Enemy forces at a site. Clear it out and hold position."
questAECGhostMinionAssaultPOI_statement,quests,,false,"Clear the site and defend against all waves."
questAECGhostMinionAssaultPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECGhostMinionAssaultPOI_completion,quests,,false,"All waves cleared. Good work."
questAECGhostMinionPatrol_name,quests,,false,"[88CC88]Ghost Minion Patrol[-]"
questAECGhostMinionPatrol_subtitle,quests,,false,"Ghost T1 Minion"
questAECGhostMinionPatrol_description,quests,,false,"Activate the rally, and survive all waves."
questAECGhostMinionPatrol_offer,quests,,false,"Hostile activity reported. Trigger the rally, set the lure, wipe them out."
questAECGhostMinionPatrol_statement,quests,,false,"clear all waves."
questAECGhostMinionPatrol_response,quests,,false,"AEC HORDE - [88CC88]Ghost Minion Patrol[-]"
questAECGhostMinionPatrol_completion,quests,,false,"All waves cleared. Good work."
questAECGhostMinionPatrolPOI_name,quests,,false,"[88CC88]Ghost Minion Patrol[-]"
questAECGhostMinionPatrolPOI_subtitle,quests,,false,"Ghost T1 Minion"
questAECGhostMinionPatrolPOI_description,quests,,false,"Clear the POI then hold against Ghost forces."
questAECGhostMinionPatrolPOI_offer,quests,,false,"Enemy forces at a site. Clear it out and hold position."
questAECGhostMinionPatrolPOI_statement,quests,,false,"Clear the site and defend against all waves."
questAECGhostMinionPatrolPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECGhostMinionPatrolPOI_completion,quests,,false,"All waves cleared. Good work."
questAECHammerGuardianMinionAssault_name,quests,,false,"[CCAA44]Hammer Guardian Minion Assault[-]"
questAECHammerGuardianMinionAssault_subtitle,quests,,false,"HammerGuardian T2 Minion"
questAECHammerGuardianMinionAssault_description,quests,,false,"Activate the rally, and survive all waves."
questAECHammerGuardianMinionAssault_offer,quests,,false,"Hostile activity reported. Trigger the rally, set the lure, wipe them out."
questAECHammerGuardianMinionAssault_statement,quests,,false,"clear all waves."
questAECHammerGuardianMinionAssault_response,quests,,false,"AEC HORDE - [CCAA44]Hammer Guardian Minion Assault[-]"
questAECHammerGuardianMinionAssault_completion,quests,,false,"All waves cleared. Good work."
questAECHammerGuardianMinionAssaultPOI_name,quests,,false,"[CCAA44]Hammer Guardian Minion Assault[-]"
questAECHammerGuardianMinionAssaultPOI_subtitle,quests,,false,"HammerGuardian T2 Minion"
questAECHammerGuardianMinionAssaultPOI_description,quests,,false,"Clear the POI then hold against HammerGuardian forces."
questAECHammerGuardianMinionAssaultPOI_offer,quests,,false,"Enemy forces at a site. Clear it out and hold position."
questAECHammerGuardianMinionAssaultPOI_statement,quests,,false,"Clear the site and defend against all waves."
questAECHammerGuardianMinionAssaultPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECHammerGuardianMinionAssaultPOI_completion,quests,,false,"All waves cleared. Good work."
questAECHammerGuardianMinionPatrol_name,quests,,false,"[88CC88]Hammer Guardian Minion Patrol[-]"
questAECHammerGuardianMinionPatrol_subtitle,quests,,false,"HammerGuardian T1 Minion"
questAECHammerGuardianMinionPatrol_description,quests,,false,"Activate the rally, and survive all waves."
questAECHammerGuardianMinionPatrol_offer,quests,,false,"Hostile activity reported. Trigger the rally, set the lure, wipe them out."
questAECHammerGuardianMinionPatrol_statement,quests,,false,"clear all waves."
questAECHammerGuardianMinionPatrol_response,quests,,false,"AEC HORDE - [88CC88]Hammer Guardian Minion Patrol[-]"
questAECHammerGuardianMinionPatrol_completion,quests,,false,"All waves cleared. Good work."
questAECHammerGuardianMinionPatrolPOI_name,quests,,false,"[88CC88]Hammer Guardian Minion Patrol[-]"
questAECHammerGuardianMinionPatrolPOI_subtitle,quests,,false,"HammerGuardian T1 Minion"
questAECHammerGuardianMinionPatrolPOI_description,quests,,false,"Clear the POI then hold against HammerGuardian forces."
questAECHammerGuardianMinionPatrolPOI_offer,quests,,false,"Enemy forces at a site. Clear it out and hold position."
questAECHammerGuardianMinionPatrolPOI_statement,quests,,false,"Clear the site and defend against all waves."
questAECHammerGuardianMinionPatrolPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECHammerGuardianMinionPatrolPOI_completion,quests,,false,"All waves cleared. Good work."
questAECKingsOfTheBrokenSky_name,quests,,false,"[CC00FF]Kings Of The Broken Sky[-]"
questAECKingsOfTheBrokenSky_subtitle,quests,,false,"T7 Legendary"
questAECKingsOfTheBrokenSky_description,quests,,false,"A legendary contract. Multiple bosses converge. Survive or perish."
questAECKingsOfTheBrokenSky_offer,quests,,false,"This is a legendary contract. The deadliest creatures converge. Only the strongest survive."
questAECKingsOfTheBrokenSky_statement,quests,,false,"Take the contract. Face the legendary horde. Return alive."
questAECKingsOfTheBrokenSky_response,quests,,false,"[FF4DFF]LEGENDARY[-] - Legendary: Kings of the Broken Sky"
questAECKingsOfTheBrokenSky_completion,quests,,false,"Legendary contract fulfilled. You survived the impossible."
questAECLastMarchOfTheDamned_name,quests,,false,"[CC00FF]Last March Of The Damned[-]"
questAECLastMarchOfTheDamned_subtitle,quests,,false,"T7 Legendary"
questAECLastMarchOfTheDamned_description,quests,,false,"A legendary contract. Multiple bosses converge. Survive or perish."
questAECLastMarchOfTheDamned_offer,quests,,false,"This is a legendary contract. The deadliest creatures converge. Only the strongest survive."
questAECLastMarchOfTheDamned_statement,quests,,false,"Take the contract. Face the legendary horde. Return alive."
questAECLastMarchOfTheDamned_response,quests,,false,"[FF4DFF]LEGENDARY[-] - Legendary: Last March of the Damned"
questAECLastMarchOfTheDamned_completion,quests,,false,"Legendary contract fulfilled. You survived the impossible."
questAECMechanicianMinionAssault_name,quests,,false,"[CCAA44]Mechanician Minion Assault[-]"
questAECMechanicianMinionAssault_subtitle,quests,,false,"Mechanician T2 Minion"
questAECMechanicianMinionAssault_description,quests,,false,"Activate the rally, and survive all waves."
questAECMechanicianMinionAssault_offer,quests,,false,"Hostile activity reported. Trigger the rally, set the lure, wipe them out."
questAECMechanicianMinionAssault_statement,quests,,false,"clear all waves."
questAECMechanicianMinionAssault_response,quests,,false,"AEC HORDE - [CCAA44]Mechanician Minion Assault[-]"
questAECMechanicianMinionAssault_completion,quests,,false,"All waves cleared. Good work."
questAECMechanicianMinionAssaultPOI_name,quests,,false,"[CCAA44]Mechanician Minion Assault[-]"
questAECMechanicianMinionAssaultPOI_subtitle,quests,,false,"Mechanician T2 Minion"
questAECMechanicianMinionAssaultPOI_description,quests,,false,"Clear the POI then hold against Mechanician forces."
questAECMechanicianMinionAssaultPOI_offer,quests,,false,"Enemy forces at a site. Clear it out and hold position."
questAECMechanicianMinionAssaultPOI_statement,quests,,false,"Clear the site and defend against all waves."
questAECMechanicianMinionAssaultPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECMechanicianMinionAssaultPOI_completion,quests,,false,"All waves cleared. Good work."
questAECMechanicianMinionPatrol_name,quests,,false,"[88CC88]Mechanician Minion Patrol[-]"
questAECMechanicianMinionPatrol_subtitle,quests,,false,"Mechanician T1 Minion"
questAECMechanicianMinionPatrol_description,quests,,false,"Activate the rally, and survive all waves."
questAECMechanicianMinionPatrol_offer,quests,,false,"Hostile activity reported. Trigger the rally, set the lure, wipe them out."
questAECMechanicianMinionPatrol_statement,quests,,false,"clear all waves."
questAECMechanicianMinionPatrol_response,quests,,false,"AEC HORDE - [88CC88]Mechanician Minion Patrol[-]"
questAECMechanicianMinionPatrol_completion,quests,,false,"All waves cleared. Good work."
questAECMechanicianMinionPatrolPOI_name,quests,,false,"[88CC88]Mechanician Minion Patrol[-]"
questAECMechanicianMinionPatrolPOI_subtitle,quests,,false,"Mechanician T1 Minion"
questAECMechanicianMinionPatrolPOI_description,quests,,false,"Clear the POI then hold against Mechanician forces."
questAECMechanicianMinionPatrolPOI_offer,quests,,false,"Enemy forces at a site. Clear it out and hold position."
questAECMechanicianMinionPatrolPOI_statement,quests,,false,"Clear the site and defend against all waves."
questAECMechanicianMinionPatrolPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECMechanicianMinionPatrolPOI_completion,quests,,false,"All waves cleared. Good work."
questAECRedWedding_name,quests,,false,"[CC00FF]Red Wedding[-]"
questAECRedWedding_subtitle,quests,,false,"T7 Legendary"
questAECRedWedding_description,quests,,false,"A legendary contract. Multiple bosses converge. Survive or perish."
questAECRedWedding_offer,quests,,false,"This is a legendary contract. The deadliest creatures converge. Only the strongest survive."
questAECRedWedding_statement,quests,,false,"Take the contract. Face the legendary horde. Return alive."
questAECRedWedding_response,quests,,false,"[FF4DFF]LEGENDARY[-] - Legendary: The Red Wedding"
questAECRedWedding_completion,quests,,false,"Legendary contract fulfilled. You survived the impossible."
questAECSingerieMinionAssault_name,quests,,false,"[CCAA44]Singerie Minion Assault[-]"
questAECSingerieMinionAssault_subtitle,quests,,false,"Singerie T2 Minion"
questAECSingerieMinionAssault_description,quests,,false,"Activate the rally, and survive all waves."
questAECSingerieMinionAssault_offer,quests,,false,"Hostile activity reported. Trigger the rally, set the lure, wipe them out."
questAECSingerieMinionAssault_statement,quests,,false,"clear all waves."
questAECSingerieMinionAssault_response,quests,,false,"AEC HORDE - [CCAA44]Singerie Minion Assault[-]"
questAECSingerieMinionAssault_completion,quests,,false,"All waves cleared. Good work."
questAECSingerieMinionAssaultPOI_name,quests,,false,"[CCAA44]Singerie Minion Assault[-]"
questAECSingerieMinionAssaultPOI_subtitle,quests,,false,"Singerie T2 Minion"
questAECSingerieMinionAssaultPOI_description,quests,,false,"Clear the POI then hold against Singerie forces."
questAECSingerieMinionAssaultPOI_offer,quests,,false,"Enemy forces at a site. Clear it out and hold position."
questAECSingerieMinionAssaultPOI_statement,quests,,false,"Clear the site and defend against all waves."
questAECSingerieMinionAssaultPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECSingerieMinionAssaultPOI_completion,quests,,false,"All waves cleared. Good work."
questAECSingerieMinionPatrol_name,quests,,false,"[88CC88]Singerie Minion Patrol[-]"
questAECSingerieMinionPatrol_subtitle,quests,,false,"Singerie T1 Minion"
questAECSingerieMinionPatrol_description,quests,,false,"Activate the rally, and survive all waves."
questAECSingerieMinionPatrol_offer,quests,,false,"Hostile activity reported. Trigger the rally, set the lure, wipe them out."
questAECSingerieMinionPatrol_statement,quests,,false,"clear all waves."
questAECSingerieMinionPatrol_response,quests,,false,"AEC HORDE - [88CC88]Singerie Minion Patrol[-]"
questAECSingerieMinionPatrol_completion,quests,,false,"All waves cleared. Good work."
questAECSingerieMinionPatrolPOI_name,quests,,false,"[88CC88]Singerie Minion Patrol[-]"
questAECSingerieMinionPatrolPOI_subtitle,quests,,false,"Singerie T1 Minion"
questAECSingerieMinionPatrolPOI_description,quests,,false,"Clear the POI then hold against Singerie forces."
questAECSingerieMinionPatrolPOI_offer,quests,,false,"Enemy forces at a site. Clear it out and hold position."
questAECSingerieMinionPatrolPOI_statement,quests,,false,"Clear the site and defend against all waves."
questAECSingerieMinionPatrolPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECSingerieMinionPatrolPOI_completion,quests,,false,"All waves cleared. Good work."
questAECTheCovenBelow_name,quests,,false,"[CC00FF]The Coven Below[-]"
questAECTheCovenBelow_subtitle,quests,,false,"T7 Legendary"
questAECTheCovenBelow_description,quests,,false,"A legendary contract. Multiple bosses converge. Survive or perish."
questAECTheCovenBelow_offer,quests,,false,"This is a legendary contract. The deadliest creatures converge. Only the strongest survive."
questAECTheCovenBelow_statement,quests,,false,"Take the contract. Face the legendary horde. Return alive."
questAECTheCovenBelow_response,quests,,false,"[FF4DFF]LEGENDARY[-] - Legendary: The Coven Below"
questAECTheCovenBelow_completion,quests,,false,"Legendary contract fulfilled. You survived the impossible."
questAECTheFalseApocalypse_name,quests,,false,"[CC00FF]The False Apocalypse[-]"
questAECTheFalseApocalypse_subtitle,quests,,false,"T7 Legendary"
questAECTheFalseApocalypse_description,quests,,false,"A legendary contract. Multiple bosses converge. Survive or perish."
questAECTheFalseApocalypse_offer,quests,,false,"This is a legendary contract. The deadliest creatures converge. Only the strongest survive."
questAECTheFalseApocalypse_statement,quests,,false,"Take the contract. Face the legendary horde. Return alive."
questAECTheFalseApocalypse_response,quests,,false,"[FF4DFF]LEGENDARY[-] - Legendary: The False Apocalypse"
questAECTheFalseApocalypse_completion,quests,,false,"Legendary contract fulfilled. You survived the impossible."
questAECTheIronFuneral_name,quests,,false,"[CC00FF]The Iron Funeral[-]"
questAECTheIronFuneral_subtitle,quests,,false,"T7 Legendary"
questAECTheIronFuneral_description,quests,,false,"A legendary contract. Multiple bosses converge. Survive or perish."
questAECTheIronFuneral_offer,quests,,false,"This is a legendary contract. The deadliest creatures converge. Only the strongest survive."
questAECTheIronFuneral_statement,quests,,false,"Take the contract. Face the legendary horde. Return alive."
questAECTheIronFuneral_response,quests,,false,"[FF4DFF]LEGENDARY[-] - Legendary: The Iron Funeral"
questAECTheIronFuneral_completion,quests,,false,"Legendary contract fulfilled. You survived the impossible."
questAECWitchDefenseCrouch_name,quests,,false,"[FF4500]Witch Defense Crouch[-]"
questAECWitchDefenseCrouch_subtitle,quests,,false,"Witch T3 Defense"
questAECWitchDefenseCrouch_description,quests,,false,"Clear the POI then hold against Witch forces."
questAECWitchDefenseCrouch_offer,quests,,false,"Witch forces have taken a site. Clear and defend."
questAECWitchDefenseCrouch_statement,quests,,false,"Clear the site and defend against all Witch waves."
questAECWitchDefenseCrouch_response,quests,,false,"AEC POI DEFENSE ([FF4500]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECWitchDefenseCrouch_completion,quests,,false,"All waves cleared. Good work."
questAECWitchDefenseCursed_name,quests,,false,"[FFAA00]Witch Defense Cursed[-]"
questAECWitchDefenseCursed_subtitle,quests,,false,"Witch T4 Defense"
questAECWitchDefenseCursed_description,quests,,false,"Clear the POI then hold against Witch forces."
questAECWitchDefenseCursed_offer,quests,,false,"Witch forces have taken a site. Clear and defend."
questAECWitchDefenseCursed_statement,quests,,false,"Clear the site and defend against all Witch waves."
questAECWitchDefenseCursed_response,quests,,false,"AEC POI DEFENSE ([FFAA00]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECWitchDefenseCursed_completion,quests,,false,"All waves cleared. Good work."
questAECWitchDefenseSpider_name,quests,,false,"[FF4500]Witch Defense Spider[-]"
questAECWitchDefenseSpider_subtitle,quests,,false,"Witch T3 Defense"
questAECWitchDefenseSpider_description,quests,,false,"Clear the POI then hold against Witch forces."
questAECWitchDefenseSpider_offer,quests,,false,"Witch forces have taken a site. Clear and defend."
questAECWitchDefenseSpider_statement,quests,,false,"Clear the site and defend against all Witch waves."
questAECWitchDefenseSpider_response,quests,,false,"AEC POI DEFENSE ([FF4500]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECWitchDefenseSpider_completion,quests,,false,"All waves cleared. Good work."
questAECWitchHordeCoven_name,quests,,false,"[FFAA00]Witch Horde Coven[-]"
questAECWitchHordeCoven_subtitle,quests,,false,"Witch T4 Horde"
questAECWitchHordeCoven_description,quests,,false,"Activate the rally, and survive all waves."
questAECWitchHordeCoven_offer,quests,,false,"Witch activity reported. Trigger the rally, set the lure, wipe them out."
questAECWitchHordeCoven_statement,quests,,false,"clear all waves."
questAECWitchHordeCoven_response,quests,,false,"AEC HORDE - [FFAA00]Witch's Coven[-]"
questAECWitchHordeCoven_completion,quests,,false,"All waves cleared. Good work."
questAECWitchHordeCrouch_name,quests,,false,"[FF4500]Witch Horde Crouch[-]"
questAECWitchHordeCrouch_subtitle,quests,,false,"Witch T3 Horde"
questAECWitchHordeCrouch_description,quests,,false,"Activate the rally, and survive all waves."
questAECWitchHordeCrouch_offer,quests,,false,"Witch activity reported. Trigger the rally, set the lure, wipe them out."
questAECWitchHordeCrouch_statement,quests,,false,"clear all waves."
questAECWitchHordeCrouch_response,quests,,false,"AEC HORDE - [FF4500]Crouch Horde[-]"
questAECWitchHordeCrouch_completion,quests,,false,"All waves cleared. Good work."
questAECWitchHordeSpider_name,quests,,false,"[FF4500]Witch Horde Spider[-]"
questAECWitchHordeSpider_subtitle,quests,,false,"Witch T3 Horde"
questAECWitchHordeSpider_description,quests,,false,"Activate the rally, and survive all waves."
questAECWitchHordeSpider_offer,quests,,false,"Witch activity reported. Trigger the rally, set the lure, wipe them out."
questAECWitchHordeSpider_statement,quests,,false,"clear all waves."
questAECWitchHordeSpider_response,quests,,false,"AEC HORDE - [FF4500]Spider Horde[-]"
questAECWitchHordeSpider_completion,quests,,false,"All waves cleared. Good work."
questAECWitchHunt_name,quests,,false,"[FF0000]Witch Hunt[-]"
questAECWitchHunt_subtitle,quests,,false,"Witch T5 Horde"
questAECWitchHunt_description,quests,,false,"Activate the rally, and survive all waves."
questAECWitchHunt_offer,quests,,false,"Witch activity reported. Trigger the rally, set the lure, wipe them out."
questAECWitchHunt_statement,quests,,false,"clear all waves."
questAECWitchHunt_response,quests,,false,"AEC BOSS FIGHT - [FF0000]HUNT: The Witch[-]"
questAECWitchHunt_completion,quests,,false,"All waves cleared. Good work."
questAECWitchMinionAssault_name,quests,,false,"[CCAA44]Witch Minion Assault[-]"
questAECWitchMinionAssault_subtitle,quests,,false,"Witch T2 Minion"
questAECWitchMinionAssault_description,quests,,false,"Activate the rally, and survive all waves."
questAECWitchMinionAssault_offer,quests,,false,"Hostile activity reported. Trigger the rally, set the lure, wipe them out."
questAECWitchMinionAssault_statement,quests,,false,"clear all waves."
questAECWitchMinionAssault_response,quests,,false,"AEC HORDE - [CCAA44]Witch Minion Assault[-]"
questAECWitchMinionAssault_completion,quests,,false,"All waves cleared. Good work."
questAECWitchMinionAssaultPOI_name,quests,,false,"[CCAA44]Witch Minion Assault[-]"
questAECWitchMinionAssaultPOI_subtitle,quests,,false,"Witch T2 Minion"
questAECWitchMinionAssaultPOI_description,quests,,false,"Clear the POI then hold against Witch forces."
questAECWitchMinionAssaultPOI_offer,quests,,false,"Enemy forces at a site. Clear it out and hold position."
questAECWitchMinionAssaultPOI_statement,quests,,false,"Clear the site and defend against all waves."
questAECWitchMinionAssaultPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECWitchMinionAssaultPOI_completion,quests,,false,"All waves cleared. Good work."
questAECWitchMinionPatrol_name,quests,,false,"[88CC88]Witch Minion Patrol[-]"
questAECWitchMinionPatrol_subtitle,quests,,false,"Witch T1 Minion"
questAECWitchMinionPatrol_description,quests,,false,"Activate the rally, and survive all waves."
questAECWitchMinionPatrol_offer,quests,,false,"Hostile activity reported. Trigger the rally, set the lure, wipe them out."
questAECWitchMinionPatrol_statement,quests,,false,"clear all waves."
questAECWitchMinionPatrol_response,quests,,false,"AEC HORDE - [88CC88]Witch Minion Patrol[-]"
questAECWitchMinionPatrol_completion,quests,,false,"All waves cleared. Good work."
questAECWitchMinionPatrolPOI_name,quests,,false,"[88CC88]Witch Minion Patrol[-]"
questAECWitchMinionPatrolPOI_subtitle,quests,,false,"Witch T1 Minion"
questAECWitchMinionPatrolPOI_description,quests,,false,"Clear the POI then hold against Witch forces."
questAECWitchMinionPatrolPOI_offer,quests,,false,"Enemy forces at a site. Clear it out and hold position."
questAECWitchMinionPatrolPOI_statement,quests,,false,"Clear the site and defend against all waves."
questAECWitchMinionPatrolPOI_response,quests,,false,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECWitchMinionPatrolPOI_completion,quests,,false,"All waves cleared. Good work."
questAECWitchRitual_name,quests,,false,"[FF0000]Witch Ritual[-]"
questAECWitchRitual_subtitle,quests,,false,"Witch T5 Defense"
questAECWitchRitual_description,quests,,false,"Clear the POI then hold against Witch forces."
questAECWitchRitual_offer,quests,,false,"Witch forces have taken a site. Clear and defend."
questAECWitchRitual_statement,quests,,false,"Clear the site and defend against all Witch waves."
questAECWitchRitual_response,quests,,false,"AEC POI DEFENSE ([FF0000]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECWitchRitual_completion,quests,,false,"All waves cleared. Good work."
aecBossInfoBtnText,dialogs,Dialog,,"[FFD700]AEC AIO BOSS — CONTRACT AVAILABILITY[-]"
aecInfoTitleText,dialogs,Dialog,,"[FFD700]── CONTRACT AVAILABILITY ──[-]"
aecBossInfoHeader,dialogs,Dialog,,"Contract availability is based on your player level."
aecInfoLine1Text,dialogs,Dialog,,"[FFFFFF]1[FFD700]★[-] CONTRACT — [00FF66]NO LEVEL REQUIRED[-]"
aecInfoLine2Text,dialogs,Dialog,,"[FFFFFF]2[FFD700]★[-] CONTRACT — [FFCC33]LEVEL 10 REQUIRED[-]"
aecInfoLine3Text,dialogs,Dialog,,"[FFFFFF]3[FFD700]★[-] CONTRACT — [FF9900]LEVEL 20 REQUIRED[-]"
aecInfoLine4Text,dialogs,Dialog,,"[FFFFFF]4[FFD700]★[-] CONTRACT — [FF6600]LEVEL 35 REQUIRED[-]"
aecInfoLine5Text,dialogs,Dialog,,"[FFFFFF]5[FFD700]★[-] CONTRACT — [FF3300]LEVEL 50 REQUIRED[-]"
aecInfoLine6Text,dialogs,Dialog,,"[FFFFFF]6[FFD700]★[-] CONTRACT — [CC0000]LEVEL 75 REQUIRED[-]"
aecInfoLine7Text,dialogs,Dialog,,"[FFFFFF]7[FFD700]★[-] CONTRACT — [990000]LEVEL 100 REQUIRED[-]"
airdrop_AEC_DoomlordAssault,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_DoomlordHorde,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_DoomlordHunt,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_DruidGauntlet,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_DruidHunt,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_DruidWave,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_DumdumHunt,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_DumdumTwins,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_DumdumWave,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_ElectricDemonHunt,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_ElectricDemonTrio,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_ExecutionerHunt,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_ExecutionerWave,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_ExplosiveEagleHunt,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_GhostAssault,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_GhostCourt,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_GhostHorde,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_GhostHunt,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_GhostStalk,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_HammerGuardianDefense,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_HammerGuardianHunt,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_HellskyliHunt,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_KamikazeHunt,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_MechanicianHunt,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
airdrop_AEC_MechanicianWave,entityclasses,Entity,,"[FFD700]AEC[-] Reward Drop"
